3307-UML-_66GfsOUDEeekKLRLyKXO4Q.xmi;null;11;5;3;0.7333333492279053;1200;800
3307-UML-_cYvroOUCEeekKLRLyKXO4Q.xmi;null;4;3;3;0.4444444477558136;1200;800
3307-UML-_htwAcOUNEeekKLRLyKXO4Q.xmi;null;0;1;1;0.0;1200;800
3307-UML-_htwAcOUNEeekKLRLyKXO4Q.xmi;null;0;1;1;0.0;1200;800
3307-UML-_no79kOTuEeekKLRLyKXO4Q.xmi;null;4;2;2;1.0;1200;800
3308-UML-48b69bbf-46f2-4cd7-b884-d2e6b7a759c4.xmi;null;10;5;6;0.3333333432674408;1250;1017
3308-UML-_6F-vYOToEeekKLRLyKXO4Q.xmi;null;8;3;5;0.5333333611488342;1200;907
3307-UML-_otmYUONpEee1VcqWCkiVQg.xmi;null;13;5;8;0.32499998807907104;1200;800
3307-UML-_PCuPsLsTEeedTfUoC-GfaA.xmi;null;9;5;4;0.44999998807907104;1200;800
3307-UML-_qZwAgOS7EeekKLRLyKXO4Q.xmi;null;12;7;6;0.2857142984867096;1200;808
3307-UML-_xbbqENCwEeeLcIicqHdTUQ.xmi;null;11;5;5;0.4399999976158142;1200;807
3308-UML-_Zz4R4OSkEeekKLRLyKXO4Q.xmi;null;6;3;4;0.5;1200;800
3307-UML-__A6IkOT5EeekKLRLyKXO4Q.xmi;null;4;2;3;0.6666666865348816;1200;800
3307-UML-__A6IkOT5EeekKLRLyKXO4Q.xmi;null;4;2;3;0.6666666865348816;1200;800
3307-UML-__A6IkOT5EeekKLRLyKXO4Q.xmi;null;4;2;3;0.6666666865348816;1200;800
3307-UML-_66GfsOUDEeekKLRLyKXO4Q.xmi;null;11;5;3;0.7333333492279053;1200;800
3307-UML-_cYvroOUCEeekKLRLyKXO4Q.xmi;null;4;3;3;0.4444444477558136;1200;800
3307-UML-_htwAcOUNEeekKLRLyKXO4Q.xmi;null;0;1;1;0.0;1200;800
3307-UML-_htwAcOUNEeekKLRLyKXO4Q.xmi;null;0;1;1;0.0;1200;800
3307-UML-_no79kOTuEeekKLRLyKXO4Q.xmi;null;4;2;2;1.0;1200;800
3307-UML-_otmYUONpEee1VcqWCkiVQg.xmi;null;13;5;8;0.32499998807907104;1200;800
3307-UML-_PCuPsLsTEeedTfUoC-GfaA.xmi;null;9;5;4;0.44999998807907104;1200;800
3307-UML-_qZwAgOS7EeekKLRLyKXO4Q.xmi;null;12;7;6;0.2857142984867096;1200;808
3307-UML-_xbbqENCwEeeLcIicqHdTUQ.xmi;null;11;5;5;0.4399999976158142;1200;807
3307-UML-__A6IkOT5EeekKLRLyKXO4Q.xmi;null;4;2;3;0.6666666865348816;1200;800
3307-UML-__A6IkOT5EeekKLRLyKXO4Q.xmi;null;4;2;3;0.6666666865348816;1200;800
3307-UML-__A6IkOT5EeekKLRLyKXO4Q.xmi;null;4;2;3;0.6666666865348816;1200;800
3308-UML-48b69bbf-46f2-4cd7-b884-d2e6b7a759c4.xmi;null;10;5;6;0.3333333432674408;1250;1017
3308-UML-_6F-vYOToEeekKLRLyKXO4Q.xmi;null;8;3;5;0.5333333611488342;1200;907
3308-UML-_D_oEMOFSEeab1o7a7LtORQ.xmi;null;5;2;3;0.8333333134651184;1200;800
3308-UML-_VQkvsOStEeekKLRLyKXO4Q.xmi;null;8;4;4;0.5;1200;800
3308-UML-_Zz4R4OSkEeekKLRLyKXO4Q.xmi;null;6;3;4;0.5;1200;800
3309-UML-13595569-6ccc-4045-87a4-06e04e71090d.xmi;null;16;5;4;0.800000011920929;null;null
3309-UML-1e3e8c22-f3e5-4393-b55a-6320ad9a308c.xmi;null;10;5;6;0.3333333432674408;1250;1015
3309-UML-5738058a-892f-41e5-b32a-bacb59dc8056.xmi;null;16;5;4;0.800000011920929;null;null
3309-UML-9f13f940-8f73-4000-92af-19bb88525e12.xmi;null;5;4;3;0.4166666567325592;1346;800
3309-UML-d21bb6a9-6e2b-4c1f-b881-4c8980f90fba.xmi;null;10;5;6;0.3333333432674408;1250;1015
3309-UML-_DDoJUONIEee1VcqWCkiVQg.xmi;null;12;6;5;0.4000000059604645;1200;800
3309-UML-_Hk5ycOTEEeekKLRLyKXO4Q.xmi;null;5;4;4;0.3125;1200;800
3309-UML-_Hk5ycOTEEeekKLRLyKXO4Q.xmi;null;5;4;4;0.3125;1200;800
3309-UML-_mTkfoNz3EeeAyLDAJ12_fg.xmi;null;14;7;8;0.25;1537;1099
3309-UML-_QVi1wOTREeekKLRLyKXO4Q.xmi;null;1;1;1;1.0;null;null
3309-UML-_RQAPsOTNEeekKLRLyKXO4Q.xmi;null;5;3;3;0.5555555820465088;1200;812
3309-UML-_tMTo8OQREeekKLRLyKXO4Q.xmi;null;6;4;3;0.5;1228;887
3309-UML-_WRUIgORAEeekKLRLyKXO4Q.xmi;null;6;5;4;0.30000001192092896;1200;800
3309-UML-_yPx9YN6AEeeAyLDAJ12_fg.xmi;null;8;5;5;0.3199999928474426;1200;1087
3309-UML-__7wqQOTYEeekKLRLyKXO4Q.xmi;null;8;4;5;0.4000000059604645;1200;800
3310-UML-1d86e0c5-2c20-48dc-9702-c06451e481fa.xmi;null;12;4;8;0.375;1200;829
3310-UML-2d165e74-b532-4ceb-bf23-17de42a716af.xmi;null;4;3;3;0.4444444477558136;1200;800
3310-UML-2d165e74-b532-4ceb-bf23-17de42a716af.xmi;null;4;3;3;0.4444444477558136;1200;800
3310-UML-f5d2aa1e-c852-4b74-a642-ab5261787238.xmi;null;5;3;3;0.5555555820465088;1346;800
3310-UML-_2GC98ODpEee1VcqWCkiVQg.xmi;null;6;4;5;0.30000001192092896;1212;1026
